param numColors := 6;
param numNodes := 96;

set edgeList := 
(0,1)
(1,0)
(1,2)
(1,4)
(1,7)
(1,9)
(1,13)
(1,15)
(1,18)
(1,20)
(1,25)
(1,27)
(1,30)
(1,32)
(1,36)
(1,38)
(1,41)
(1,43)
(1,49)
(1,51)
(1,54)
(1,56)
(1,60)
(1,62)
(1,65)
(1,67)
(1,72)
(1,74)
(1,77)
(1,79)
(1,83)
(1,85)
(1,88)
(1,90)
(2,1)
(2,3)
(2,6)
(2,8)
(2,12)
(2,14)
(2,17)
(2,19)
(2,24)
(2,26)
(2,29)
(2,31)
(2,35)
(2,37)
(2,40)
(2,42)
(2,48)
(2,50)
(2,53)
(2,55)
(2,59)
(2,61)
(2,64)
(2,66)
(2,71)
(2,73)
(2,76)
(2,78)
(2,82)
(2,84)
(2,87)
(2,89)
(3,2)
(3,5)
(3,7)
(3,10)
(3,13)
(3,16)
(3,18)
(3,21)
(3,25)
(3,28)
(3,30)
(3,33)
(3,36)
(3,39)
(3,41)
(3,44)
(3,49)
(3,52)
(3,54)
(3,57)
(3,60)
(3,63)
(3,65)
(3,68)
(3,72)
(3,75)
(3,77)
(3,80)
(3,83)
(3,86)
(3,88)
(3,91)
(4,1)
(4,5)
(4,6)
(4,10)
(4,12)
(4,16)
(4,17)
(4,21)
(4,24)
(4,28)
(4,29)
(4,33)
(4,35)
(4,39)
(4,40)
(4,44)
(4,48)
(4,52)
(4,53)
(4,57)
(4,59)
(4,63)
(4,64)
(4,68)
(4,71)
(4,75)
(4,76)
(4,80)
(4,82)
(4,86)
(4,87)
(4,91)
(5,3)
(5,4)
(5,8)
(5,9)
(5,14)
(5,15)
(5,19)
(5,20)
(5,26)
(5,27)
(5,31)
(5,32)
(5,37)
(5,38)
(5,42)
(5,43)
(5,50)
(5,51)
(5,55)
(5,56)
(5,61)
(5,62)
(5,66)
(5,67)
(5,73)
(5,74)
(5,78)
(5,79)
(5,84)
(5,85)
(5,89)
(5,90)
(6,2)
(6,4)
(6,11)
(6,13)
(6,15)
(6,22)
(6,25)
(6,27)
(6,34)
(6,36)
(6,38)
(6,45)
(6,49)
(6,51)
(6,58)
(6,60)
(6,62)
(6,69)
(6,72)
(6,74)
(6,81)
(6,83)
(6,85)
(6,92)
(7,1)
(7,3)
(7,11)
(7,12)
(7,14)
(7,22)
(7,24)
(7,26)
(7,34)
(7,35)
(7,37)
(7,45)
(7,48)
(7,50)
(7,58)
(7,59)
(7,61)
(7,69)
(7,71)
(7,73)
(7,81)
(7,82)
(7,84)
(7,92)
(8,2)
(8,5)
(8,11)
(8,13)
(8,16)
(8,22)
(8,25)
(8,28)
(8,34)
(8,36)
(8,39)
(8,45)
(8,49)
(8,52)
(8,58)
(8,60)
(8,63)
(8,69)
(8,72)
(8,75)
(8,81)
(8,83)
(8,86)
(8,92)
(9,1)
(9,5)
(9,11)
(9,12)
(9,16)
(9,22)
(9,24)
(9,28)
(9,34)
(9,35)
(9,39)
(9,45)
(9,48)
(9,52)
(9,58)
(9,59)
(9,63)
(9,69)
(9,71)
(9,75)
(9,81)
(9,82)
(9,86)
(9,92)
(10,3)
(10,4)
(10,11)
(10,14)
(10,15)
(10,22)
(10,26)
(10,27)
(10,34)
(10,37)
(10,38)
(10,45)
(10,50)
(10,51)
(10,58)
(10,61)
(10,62)
(10,69)
(10,73)
(10,74)
(10,81)
(10,84)
(10,85)
(10,92)
(11,6)
(11,7)
(11,8)
(11,9)
(11,10)
(11,17)
(11,18)
(11,19)
(11,20)
(11,21)
(11,29)
(11,30)
(11,31)
(11,32)
(11,33)
(11,40)
(11,41)
(11,42)
(11,43)
(11,44)
(11,53)
(11,54)
(11,55)
(11,56)
(11,57)
(11,64)
(11,65)
(11,66)
(11,67)
(11,68)
(11,76)
(11,77)
(11,78)
(11,79)
(11,80)
(11,87)
(11,88)
(11,89)
(11,90)
(11,91)
(12,2)
(12,4)
(12,7)
(12,9)
(12,23)
(12,25)
(12,27)
(12,30)
(12,32)
(12,46)
(12,49)
(12,51)
(12,54)
(12,56)
(12,70)
(12,72)
(12,74)
(12,77)
(12,79)
(12,93)
(13,1)
(13,3)
(13,6)
(13,8)
(13,23)
(13,24)
(13,26)
(13,29)
(13,31)
(13,46)
(13,48)
(13,50)
(13,53)
(13,55)
(13,70)
(13,71)
(13,73)
(13,76)
(13,78)
(13,93)
(14,2)
(14,5)
(14,7)
(14,10)
(14,23)
(14,25)
(14,28)
(14,30)
(14,33)
(14,46)
(14,49)
(14,52)
(14,54)
(14,57)
(14,70)
(14,72)
(14,75)
(14,77)
(14,80)
(14,93)
(15,1)
(15,5)
(15,6)
(15,10)
(15,23)
(15,24)
(15,28)
(15,29)
(15,33)
(15,46)
(15,48)
(15,52)
(15,53)
(15,57)
(15,70)
(15,71)
(15,75)
(15,76)
(15,80)
(15,93)
(16,3)
(16,4)
(16,8)
(16,9)
(16,23)
(16,26)
(16,27)
(16,31)
(16,32)
(16,46)
(16,50)
(16,51)
(16,55)
(16,56)
(16,70)
(16,73)
(16,74)
(16,78)
(16,79)
(16,93)
(17,2)
(17,4)
(17,11)
(17,23)
(17,25)
(17,27)
(17,34)
(17,46)
(17,49)
(17,51)
(17,58)
(17,70)
(17,72)
(17,74)
(17,81)
(17,93)
(18,1)
(18,3)
(18,11)
(18,23)
(18,24)
(18,26)
(18,34)
(18,46)
(18,48)
(18,50)
(18,58)
(18,70)
(18,71)
(18,73)
(18,81)
(18,93)
(19,2)
(19,5)
(19,11)
(19,23)
(19,25)
(19,28)
(19,34)
(19,46)
(19,49)
(19,52)
(19,58)
(19,70)
(19,72)
(19,75)
(19,81)
(19,93)
(20,1)
(20,5)
(20,11)
(20,23)
(20,24)
(20,28)
(20,34)
(20,46)
(20,48)
(20,52)
(20,58)
(20,70)
(20,71)
(20,75)
(20,81)
(20,93)
(21,3)
(21,4)
(21,11)
(21,23)
(21,26)
(21,27)
(21,34)
(21,46)
(21,50)
(21,51)
(21,58)
(21,70)
(21,73)
(21,74)
(21,81)
(21,93)
(22,6)
(22,7)
(22,8)
(22,9)
(22,10)
(22,23)
(22,29)
(22,30)
(22,31)
(22,32)
(22,33)
(22,46)
(22,53)
(22,54)
(22,55)
(22,56)
(22,57)
(22,70)
(22,76)
(22,77)
(22,78)
(22,79)
(22,80)
(22,93)
(23,12)
(23,13)
(23,14)
(23,15)
(23,16)
(23,17)
(23,18)
(23,19)
(23,20)
(23,21)
(23,22)
(23,35)
(23,36)
(23,37)
(23,38)
(23,39)
(23,40)
(23,41)
(23,42)
(23,43)
(23,44)
(23,45)
(23,59)
(23,60)
(23,61)
(23,62)
(23,63)
(23,64)
(23,65)
(23,66)
(23,67)
(23,68)
(23,69)
(23,82)
(23,83)
(23,84)
(23,85)
(23,86)
(23,87)
(23,88)
(23,89)
(23,90)
(23,91)
(23,92)
(24,2)
(24,4)
(24,7)
(24,9)
(24,13)
(24,15)
(24,18)
(24,20)
(24,47)
(24,49)
(24,51)
(24,54)
(24,56)
(24,60)
(24,62)
(24,65)
(24,67)
(24,94)
(25,1)
(25,3)
(25,6)
(25,8)
(25,12)
(25,14)
(25,17)
(25,19)
(25,47)
(25,48)
(25,50)
(25,53)
(25,55)
(25,59)
(25,61)
(25,64)
(25,66)
(25,94)
(26,2)
(26,5)
(26,7)
(26,10)
(26,13)
(26,16)
(26,18)
(26,21)
(26,47)
(26,49)
(26,52)
(26,54)
(26,57)
(26,60)
(26,63)
(26,65)
(26,68)
(26,94)
(27,1)
(27,5)
(27,6)
(27,10)
(27,12)
(27,16)
(27,17)
(27,21)
(27,47)
(27,48)
(27,52)
(27,53)
(27,57)
(27,59)
(27,63)
(27,64)
(27,68)
(27,94)
(28,3)
(28,4)
(28,8)
(28,9)
(28,14)
(28,15)
(28,19)
(28,20)
(28,47)
(28,50)
(28,51)
(28,55)
(28,56)
(28,61)
(28,62)
(28,66)
(28,67)
(28,94)
(29,2)
(29,4)
(29,11)
(29,13)
(29,15)
(29,22)
(29,47)
(29,49)
(29,51)
(29,58)
(29,60)
(29,62)
(29,69)
(29,94)
(30,1)
(30,3)
(30,11)
(30,12)
(30,14)
(30,22)
(30,47)
(30,48)
(30,50)
(30,58)
(30,59)
(30,61)
(30,69)
(30,94)
(31,2)
(31,5)
(31,11)
(31,13)
(31,16)
(31,22)
(31,47)
(31,49)
(31,52)
(31,58)
(31,60)
(31,63)
(31,69)
(31,94)
(32,1)
(32,5)
(32,11)
(32,12)
(32,16)
(32,22)
(32,47)
(32,48)
(32,52)
(32,58)
(32,59)
(32,63)
(32,69)
(32,94)
(33,3)
(33,4)
(33,11)
(33,14)
(33,15)
(33,22)
(33,47)
(33,50)
(33,51)
(33,58)
(33,61)
(33,62)
(33,69)
(33,94)
(34,6)
(34,7)
(34,8)
(34,9)
(34,10)
(34,17)
(34,18)
(34,19)
(34,20)
(34,21)
(34,47)
(34,53)
(34,54)
(34,55)
(34,56)
(34,57)
(34,64)
(34,65)
(34,66)
(34,67)
(34,68)
(34,94)
(35,2)
(35,4)
(35,7)
(35,9)
(35,23)
(35,47)
(35,49)
(35,51)
(35,54)
(35,56)
(35,70)
(35,94)
(36,1)
(36,3)
(36,6)
(36,8)
(36,23)
(36,47)
(36,48)
(36,50)
(36,53)
(36,55)
(36,70)
(36,94)
(37,2)
(37,5)
(37,7)
(37,10)
(37,23)
(37,47)
(37,49)
(37,52)
(37,54)
(37,57)
(37,70)
(37,94)
(38,1)
(38,5)
(38,6)
(38,10)
(38,23)
(38,47)
(38,48)
(38,52)
(38,53)
(38,57)
(38,70)
(38,94)
(39,3)
(39,4)
(39,8)
(39,9)
(39,23)
(39,47)
(39,50)
(39,51)
(39,55)
(39,56)
(39,70)
(39,94)
(40,2)
(40,4)
(40,11)
(40,23)
(40,47)
(40,49)
(40,51)
(40,58)
(40,70)
(40,94)
(41,1)
(41,3)
(41,11)
(41,23)
(41,47)
(41,48)
(41,50)
(41,58)
(41,70)
(41,94)
(42,2)
(42,5)
(42,11)
(42,23)
(42,47)
(42,49)
(42,52)
(42,58)
(42,70)
(42,94)
(43,1)
(43,5)
(43,11)
(43,23)
(43,47)
(43,48)
(43,52)
(43,58)
(43,70)
(43,94)
(44,3)
(44,4)
(44,11)
