param numColors := 4;
param numNodes := 24;

set edgeList := 
(0,1)
(1,0)
(1,2)
(1,4)
(1,7)
(1,9)
(1,13)
(1,15)
(1,18)
(1,20)
(2,1)
(2,3)
(2,6)
(2,8)
(2,12)
(2,14)
(2,17)
(2,19)
(3,2)
(3,5)
(3,7)
(3,10)
(3,13)
(3,16)
(3,18)
(3,21)
(4,1)
(4,5)
(4,6)
(4,10)
(4,12)
(4,16)
(4,17)
(4,21)
(5,3)
(5,4)
(5,8)
(5,9)
(5,14)
(5,15)
(5,19)
(5,20)
(6,2)
(6,4)
(6,11)
(6,13)
(6,15)
(6,22)
(7,1)
(7,3)
(7,11)
(7,12)
(7,14)
(7,22)
(8,2)
(8,5)
(8,11)
(8,13)
(8,16)
(8,22)
(9,1)
(9,5)
(9,11)
(9,12)
(9,16)
(9,22)
(10,3)
(10,4)
(10,11)
(10,14)
(10,15)
(10,22)
(11,6)
(11,7)
(11,8)
(11,9)
(11,10)
(11,17)
(11,18)
(11,19)
(11,20)
(11,21)
(12,2)
(12,4)
(12,7)
(12,9)
(12,23)
(13,1)
(13,3)
(13,6)
(13,8)
(13,23)
(14,2)
(14,5)
(14,7)
(14,10)
(14,23)
(15,1)
(15,5)
(15,6)
(15,10)
(15,23)
(16,3)
(16,4)
(16,8)
(16,9)
(16,23)
(17,2)
(17,4)
(17,11)
(17,23)
(18,1)
(18,3)
(18,11)
(18,23)
(19,2)
(19,5)
(19,11)
(19,23)
(20,1)
(20,5)
(20,11)
(20,23)
(21,3)
(21,4)
(21,11)
(21,23)
(22,6)
(22,7)
(22,8)
(22,9)
(22,10)
(22,23)
(23,12)
(23,13)
(23,14)
(23,15)
(23,16)
(23,17)
(23,18)
(23,19)
(23,20)
(23,21)
(23,22)
;

